Date,Sales Person,State,Product,Quantity
2025-06-08,Hazel Deshpande,Telangana,Thermal Printer,301
2024-12-14,Seher Chanda,Uttar Pradesh,Mechanical Keyboard,376
2025-03-16,Shalv Kalita,Himachal Pradesh,Standard Keyboard,414
2025-04-08,Himmat Das,Arunachal Pradesh,Standard Keyboard,130
2025-03-23,Alia Bains,Assam,OMR Scanner,181
2025-04-12,Vivaan Dhaliwal,Arunachal Pradesh,Laser Printer,102
2025-07-14,Hansh Boase,Kerala,Gaming Mouse,116
2025-06-23,Sahil Vala,Uttar Pradesh,Standard Keyboard,321
2025-06-13,Navya Saxena,Himachal Pradesh,Mouse,488
2025-09-02,Keya Vohra,Himachal Pradesh,Laser Printer,103
2025-07-27,Tejas Rao,Punjab,OCR Scanner,340
2024-12-20,Kanav Mani,Karnataka,OMR Scanner,427
2024-11-23,Indrajit Mangal,Rajasthan,Thermal Printer,256
2024-12-21,Aradhya Sura,Chhattisgarh,Gaming Mouse,368
2024-10-01,Miraan Devan,Gujarat,Graphic Pad,254
2024-09-26,Vedika Dalal,Tamil Nadu,Laser Printer,246
2024-09-28,Vritika Divan,Rajasthan,Foldable Keyboard,177
2025-08-06,Keya Toor,Andhra Pradesh,OCR Scanner,187
2025-05-10,Ritvik Batra,Punjab,Laser Printer,334
2024-09-24,Zain Aurora,Bihar,Mouse,412
2025-07-02,Nishith Lalla,Assam,Mouse,137
2025-04-17,Indrans Dhar,Himachal Pradesh,OCR Scanner,279
2024-11-21,Mannat Gill,Jammu and Kashmir,Standard Keyboard,479
2024-10-24,Ahana  Atwal,Odisha,WebCam,389
2025-04-01,Amira Gopal,Tamil Nadu,Mechanical Keyboard,590
2025-03-04,Rohan Contractor,Haryana,WebCam,460
2025-06-17,Farhan Babu,Punjab,Mouse,432
2025-02-24,Shanaya Contractor,West Bengal,WebCam,385
2024-10-02,Mannat Badal,Assam,Flatbed Scanner,368
2024-11-09,Nirvi Khatri,Arunachal Pradesh,Gaming Mouse,556
2024-09-11,Gokul Gala,Arunachal Pradesh,Mechanical Keyboard,486
2025-03-18,Armaan Walia,Arunachal Pradesh,Thermal Printer,491
2025-01-10,Nirvaan Tella,Punjab,Laser Printer,378
2025-01-24,Kismat Singhal,Himachal Pradesh,Standard Keyboard,386
2025-05-29,Trisha Viswanathan,Chhattisgarh,Flatbed Scanner,476
2025-07-12,Ela Barad,West Bengal,Foldable Keyboard,412
2024-11-26,Aaina Kibe,Bihar,Thermal Printer,518
2024-10-07,Gatik Dara,Uttar Pradesh,Laser Printer,181
2025-08-04,Yakshit Raman,Gujarat,OCR Scanner,592
2024-12-03,Uthkarsh Das,Madhya Pradesh,OMR Scanner,274
2025-07-07,Seher Dhaliwal,Bihar,OMR Scanner,393
2025-03-27,Farhan Walla,Chhattisgarh,OMR Scanner,133
2024-09-03,Reyansh Goswami,Tamil Nadu,Foldable Keyboard,369
2024-12-27,Kavya Kashyap,Chhattisgarh,WebCam,528
2025-08-10,Veer Sule,Maharashtra,Mechanical Keyboard,460
2024-11-01,Divij Edwin,Uttarakhand,WebCam,178
2025-03-09,Jayant Kurian,Bihar,OCR Scanner,570
2024-09-07,Raghav Subramaniam,Punjab,Gaming Mouse,577
2024-11-24,Saira Kala,Jammu and Kashmir,Gaming Mouse,552
2025-04-27,Zara Choudhry,Jammu and Kashmir,OMR Scanner,285
2025-03-28,Priyansh Virk,Maharashtra,Gaming Mouse,275
2024-12-14,Shlok Dua,Rajasthan,Foldable Keyboard,289
2025-05-28,Hazel Bhatia,Kerala,OCR Scanner,510
2025-06-09,Elakshi Seth,Assam,OMR Scanner,347
2024-10-22,Nirvaan Baral,Uttarakhand,Gaming Mouse,159
2024-11-15,Ojas Das,Chhattisgarh,Foldable Keyboard,284
2024-11-24,Yashvi Bobal,Gujarat,Graphic Pad,254
2025-08-09,Devansh Savant,Maharashtra,OCR Scanner,538
2025-07-26,Kimaya Choudhury,Odisha,Thermal Printer,393
2024-12-26,Faiyaz Shroff,Himachal Pradesh,Laser Printer,527
2025-01-23,Romil Iyer,Jammu and Kashmir,Gaming Mouse,387
2025-01-11,Ojas Sinha,Madhya Pradesh,WebCam,274
2024-10-02,Lagan Chadha,Uttar Pradesh,Laser Printer,239
2025-03-01,Aarna Sathe,Tamil Nadu,Foldable Keyboard,193
2025-04-02,Lakshay Sampath,Chhattisgarh,Thermal Printer,315
2024-09-30,Tushar Jhaveri,Haryana,Graphic Pad,330
2025-03-12,Aaina Wagle,Telangana,Laser Printer,357
2025-06-03,Eva Chakrabarti,West Bengal,Graphic Pad,137
2024-09-05,Parinaaz Ranganathan,Punjab,OCR Scanner,501
2025-04-13,Mamooty Mani,Jammu and Kashmir,Graphic Pad,274
2025-01-30,Gokul Chana,Bihar,Graphic Pad,475
2024-09-19,Indrajit Divan,Rajasthan,Mechanical Keyboard,143
2025-05-14,Suhana Hegde,West Bengal,WebCam,370
2025-04-24,Neysa Mall,Maharashtra,OMR Scanner,564
2024-12-23,Shanaya Mani,Assam,WebCam,573
2025-08-06,Inaaya  Deshmukh,Uttar Pradesh,Gaming Mouse,514
2025-04-11,Aarna Chanda,Haryana,Mechanical Keyboard,388
2024-11-20,Kanav Banik,Himachal Pradesh,Graphic Pad,471
2024-12-14,Vritika Magar,Gujarat,OMR Scanner,483
2025-02-25,Vanya Hayre,Uttarakhand,Thermal Printer,258
2025-02-25,Mamooty Varma,Telangana,Foldable Keyboard,227
2025-02-04,Chirag Chakrabarti,Uttarakhand,Mouse,193
2024-11-25,Fateh Sama,Tamil Nadu,Laser Printer,345
2025-01-25,Romil Thakur,Gujarat,Standard Keyboard,526
2024-11-30,Ishita Comar,Haryana,Gaming Mouse,429
2025-01-30,Sahil Sundaram,Jammu and Kashmir,OMR Scanner,305
2025-08-23,Samar Dalal,Maharashtra,Laser Printer,292
2025-08-06,Lagan Ratti,Madhya Pradesh,Graphic Pad,389
2025-01-10,Prerak Vohra,Arunachal Pradesh,Thermal Printer,454
2025-06-21,Diya Reddy,Uttarakhand,Standard Keyboard,507
2024-12-29,Ivana Kala,Jammu and Kashmir,Foldable Keyboard,433
2025-05-22,Devansh Sharaf,Haryana,Graphic Pad,237
2025-01-30,Suhana Mammen,Himachal Pradesh,Mouse,299
2025-04-28,Kartik Bansal,Bihar,Flatbed Scanner,382
2024-12-12,Neysa Varty,Himachal Pradesh,Laser Printer,397
2024-09-18,Fateh Saini,Rajasthan,Thermal Printer,395
2024-12-10,Baiju Bal,Madhya Pradesh,Thermal Printer,135
2024-10-04,Misha Bhargava,West Bengal,Graphic Pad,174
2025-04-17,Miraya Banik,Assam,Mouse,371
2024-09-13,Indrajit Handa,Uttar Pradesh,Standard Keyboard,309
2025-08-19,Kiara Tella,Uttar Pradesh,Gaming Mouse,509
2025-03-14,Hansh Master,Arunachal Pradesh,WebCam,148
2025-08-30,Gokul Barman,Karnataka,OMR Scanner,398
2024-12-26,Emir Mand,Punjab,Mouse,576
2025-06-25,Nishith Hora,Kerala,Mouse,471
2025-03-12,Jayan Kothari,Madhya Pradesh,Flatbed Scanner,437
2024-11-20,Divij Taneja,Himachal Pradesh,Flatbed Scanner,495
2024-11-03,Shaan Madan,Tamil Nadu,Mouse,255
2025-01-28,Indranil Ramachandran,Rajasthan,Mouse,380
2024-09-24,Hrishita Butala,Tamil Nadu,OMR Scanner,376
2025-07-09,Jivin Ratta,Bihar,Standard Keyboard,370
2025-01-16,Taimur Dixit,Rajasthan,Thermal Printer,429
2024-11-22,Priyansh Buch,Andhra Pradesh,Foldable Keyboard,462
2025-05-17,Ivana Arora,Himachal Pradesh,Gaming Mouse,180
2025-01-16,Aarna Chand,Tamil Nadu,Standard Keyboard,222
2024-09-23,Aarna Gala,Punjab,Foldable Keyboard,155
2025-08-06,Akarsh Rege,Uttar Pradesh,Mechanical Keyboard,125
2024-10-02,Ivana Basak,Telangana,Gaming Mouse,343
2024-12-02,Shalv Rana,West Bengal,OCR Scanner,463
2024-10-19,Ranbir Yogi,Jammu and Kashmir,Gaming Mouse,487
2025-06-24,Uthkarsh Sheth,Andhra Pradesh,Foldable Keyboard,268
2024-11-10,Uthkarsh Balasubramanian,Bihar,Mechanical Keyboard,354
2025-08-22,Dhanush Setty,West Bengal,OCR Scanner,221
2024-11-16,Mahika Rana,Karnataka,Thermal Printer,414
2024-12-09,Manikya Wali,Tamil Nadu,Mechanical Keyboard,445
2024-11-26,Priyansh Chandra,West Bengal,Flatbed Scanner,343
2025-07-24,Tarini Yohannan,Haryana,Standard Keyboard,550
2025-01-28,Vardaniya Char,Maharashtra,Thermal Printer,456
2024-10-03,Yakshit Dugar,Telangana,Laser Printer,372
2025-05-14,Jayan Vasa,Punjab,Graphic Pad,185
2025-03-08,Hunar Gara,Andhra Pradesh,Foldable Keyboard,285
2024-12-03,Siya Kaul,Chhattisgarh,Foldable Keyboard,544
2025-03-09,Jayant Ramaswamy,Madhya Pradesh,Foldable Keyboard,439
2024-11-21,Priyansh Vohra,Karnataka,Mouse,342
2025-01-30,Prerak Srinivas,Haryana,Standard Keyboard,306
2025-01-12,Riaan Khare,Kerala,Standard Keyboard,456
2024-12-11,Aarav Iyer,Odisha,OMR Scanner,561
2025-02-06,Madhav Bansal,Uttar Pradesh,OCR Scanner,313
2025-09-03,Tushar Zachariah,Tamil Nadu,WebCam,148
2025-06-29,Aaina Kamdar,Jammu and Kashmir,Gaming Mouse,568
2025-02-08,Alisha Rout,Telangana,Graphic Pad,411
2024-11-30,Vanya Kant,Arunachal Pradesh,OCR Scanner,313
2024-12-07,Vritika Bir,Uttar Pradesh,Graphic Pad,414
2025-04-20,Hansh Divan,Kerala,Flatbed Scanner,406
2024-12-31,Prisha Sood,Assam,OMR Scanner,131
2025-02-02,Misha Shankar,Odisha,OCR Scanner,415
2025-06-13,Aaryahi Shukla,Haryana,Mouse,475
2025-03-05,Yasmin Gera,Bihar,Graphic Pad,223
2025-03-28,Arnav Singhal,Gujarat,Foldable Keyboard,107
2025-07-31,Shalv Hegde,Maharashtra,Laser Printer,477
2025-06-16,Devansh Suri,West Bengal,Mechanical Keyboard,287
2024-12-14,Sana Bajaj,Himachal Pradesh,Flatbed Scanner,417
2025-07-06,Mamooty Sethi,Gujarat,Foldable Keyboard,578
2025-03-13,Diya Gera,Madhya Pradesh,Laser Printer,402
2025-08-10,Yakshit Chawla,Kerala,Graphic Pad,550
2025-05-13,Anya Viswanathan,Andhra Pradesh,WebCam,138
2025-03-06,Divyansh Sanghvi,Punjab,Standard Keyboard,171
2024-09-05,Pranay Chauhan,Telangana,Mouse,347
2025-08-20,Zara Dhillon,Punjab,OMR Scanner,468
2024-11-15,Stuvan Basak,Tamil Nadu,WebCam,474
2024-09-25,Hrishita Sankar,Madhya Pradesh,WebCam,517
2025-05-27,Madhup Chawla,Bihar,Gaming Mouse,101
2024-11-22,Hazel Gour,Maharashtra,Thermal Printer,435
2025-03-31,Zain Baria,West Bengal,Gaming Mouse,213
2025-02-23,Prisha Boase,Himachal Pradesh,Thermal Printer,133
2024-09-05,Indranil Vasa,Jammu and Kashmir,Thermal Printer,265
2025-07-05,Pihu Balakrishnan,Kerala,Laser Printer,289
2024-10-16,Pihu Sawhney,Rajasthan,Graphic Pad,387
2024-09-26,Kashvi Chandran,Maharashtra,Flatbed Scanner,196
2024-11-08,Advika Sami,Punjab,Flatbed Scanner,344
2025-07-05,Kiaan Kalla,Assam,OMR Scanner,399
2025-05-02,Yuvaan Mahal,Himachal Pradesh,OMR Scanner,113
2024-12-17,Samar Cherian,Madhya Pradesh,Laser Printer,437
2024-12-01,Suhana Rastogi,Rajasthan,Flatbed Scanner,246
2025-06-16,Umang Raman,Chhattisgarh,Foldable Keyboard,197
2025-05-24,Aarav Setty,Bihar,Standard Keyboard,525
2025-05-10,Azad Chada,Uttarakhand,Flatbed Scanner,159
2025-03-02,Kanav Kannan,West Bengal,OCR Scanner,577
2025-07-23,Stuvan Aggarwal,Kerala,Gaming Mouse,352
2025-01-08,Manjari Gara,Tamil Nadu,Mouse,111
2024-10-29,Piya Walla,Gujarat,Gaming Mouse,430
2025-07-16,Kismat Venkataraman,Andhra Pradesh,Thermal Printer,285
2025-05-25,Ryan Bala,Uttar Pradesh,WebCam,504
2024-11-23,Zaina Kaur,Jammu and Kashmir,Thermal Printer,219
2025-08-23,Kimaya Hora,Kerala,Gaming Mouse,322
2025-02-24,Shamik Kalita,Chhattisgarh,Mouse,420
2024-09-23,Mohanlal Rama,Assam,Mechanical Keyboard,396
2025-04-27,Anaya Wason,Kerala,Thermal Printer,429
2025-07-07,Rati Srinivas,Telangana,Thermal Printer,403
2025-06-20,Samarth Dada,Assam,Laser Printer,393
2025-05-29,Aayush Batra,Himachal Pradesh,WebCam,581
2025-04-23,Jhanvi Garde,Arunachal Pradesh,Standard Keyboard,598
2025-03-25,Suhana Sachdev,Maharashtra,OCR Scanner,436
2024-09-16,Lakshay Vora,Himachal Pradesh,Thermal Printer,309
2025-07-24,Anvi Bumb,Odisha,Mouse,199
2025-07-03,Raghav Sankar,Odisha,Graphic Pad,305
2025-05-07,Suhana Basak,Odisha,Mechanical Keyboard,110
2025-07-16,Prerak Ahluwalia,Kerala,Flatbed Scanner,568
2024-09-12,Divij Thakur,Madhya Pradesh,WebCam,349
2024-11-20,Mishti Shenoy,Uttarakhand,Foldable Keyboard,371
2025-08-13,Indrajit Dayal,Uttarakhand,Laser Printer,157
2024-10-27,Yakshit Mahajan,Haryana,Graphic Pad,342
2025-01-30,Rhea Hayer,Maharashtra,WebCam,496
2024-10-26,Vihaan Kothari,Uttarakhand,Standard Keyboard,505
2024-09-30,Tanya Chaudhuri,West Bengal,Laser Printer,107
2025-05-27,Adah Chakrabarti,Karnataka,OMR Scanner,392
2025-06-30,Kavya Dutt,Jammu and Kashmir,Thermal Printer,484
2025-01-02,Samar Deol,Chhattisgarh,Gaming Mouse,382
2024-12-11,Kismat Batra,Punjab,Flatbed Scanner,313
2025-07-13,Ayesha Bal,Odisha,Laser Printer,195
2025-04-10,Jayan Sheth,Rajasthan,WebCam,545
2025-02-13,Urvi Baria,Chhattisgarh,Graphic Pad,303
2025-08-21,Parinaaz Ramakrishnan,Odisha,Flatbed Scanner,413
2025-07-16,Yashvi Virk,Uttar Pradesh,WebCam,267
2025-04-18,Anya Sanghvi,West Bengal,OCR Scanner,296
2025-04-01,Taran Shah,Madhya Pradesh,Standard Keyboard,118
2024-10-16,Adira Sule,Telangana,OCR Scanner,510
2024-09-14,Divit Subramaniam,Uttarakhand,Flatbed Scanner,351
2025-04-06,Priyansh Kala,Himachal Pradesh,WebCam,108
2025-01-17,Misha Suri,Uttar Pradesh,OMR Scanner,186
2024-09-11,Akarsh Karnik,West Bengal,WebCam,153
2025-05-22,Emir Gopal,Uttar Pradesh,Standard Keyboard,266
2025-07-22,Rati Ahluwalia,Rajasthan,Standard Keyboard,175
2025-02-19,Pihu Bassi,Telangana,OMR Scanner,270
2024-11-13,Umang Behl,Karnataka,Graphic Pad,164
2025-08-28,Stuvan Chowdhury,Andhra Pradesh,Flatbed Scanner,236
2025-01-22,Saanvi Hayer,Assam,Graphic Pad,286
2025-03-06,Khushi Shenoy,Uttarakhand,OMR Scanner,414
2025-05-25,Chirag Samra,Telangana,Gaming Mouse,272
2025-04-05,Rania Bhat,Arunachal Pradesh,Flatbed Scanner,433
2024-11-21,Siya Garg,West Bengal,OMR Scanner,426
2025-08-07,Prerak Kapadia,Chhattisgarh,Mechanical Keyboard,368
2025-06-27,Nishith Dara,Rajasthan,Standard Keyboard,118
2025-06-27,Jiya Dugal,Telangana,Graphic Pad,300
2025-07-23,Hansh Sarraf,Odisha,OMR Scanner,183
2025-04-20,Vritika Kunda,Maharashtra,Mouse,292
2025-06-25,Shanaya Mani,West Bengal,Laser Printer,399
2025-02-13,Riya Aggarwal,Maharashtra,Mechanical Keyboard,332
2024-09-27,Rati Lalla,Haryana,OCR Scanner,380
2025-01-06,Jhanvi Comar,Arunachal Pradesh,Gaming Mouse,490
2025-04-23,Indrajit Dube,Assam,OMR Scanner,258
2025-01-28,Hrishita Sachar,Maharashtra,WebCam,270
2025-07-31,Purab Sood,Assam,Laser Printer,371
2024-09-10,Purab Gera,Maharashtra,Graphic Pad,596
2025-02-22,Nirvi Goswami,Andhra Pradesh,Thermal Printer,491
2024-11-26,Ishaan Khalsa,Rajasthan,Graphic Pad,198
2025-03-18,Riaan Kant,Karnataka,Thermal Printer,560
2025-04-26,Advika Shah,Jammu and Kashmir,Mechanical Keyboard,497
2025-07-26,Vaibhav Dass,Uttar Pradesh,WebCam,317
2025-02-10,Taran Bali,Assam,OCR Scanner,224
2024-09-12,Rohan Deep,Gujarat,Graphic Pad,388
2024-10-03,Heer Saraf,Punjab,Graphic Pad,571
2025-06-29,Reyansh Madan,Tamil Nadu,Mechanical Keyboard,259
2024-10-13,Diya Baria,Tamil Nadu,Flatbed Scanner,335
2025-03-15,Rania Madan,West Bengal,Standard Keyboard,345
2025-04-23,Myra Shroff,Tamil Nadu,WebCam,225
2025-09-01,Adah Sathe,Himachal Pradesh,Mechanical Keyboard,138
2024-11-14,Nitya Seth,Chhattisgarh,Laser Printer,166
2024-10-17,Zaina Bains,Jammu and Kashmir,OMR Scanner,576
2024-11-28,Madhav Lala,Punjab,Mechanical Keyboard,557
2025-06-17,Dharmajan Brar,Kerala,WebCam,269
2025-07-17,Mamooty Kale,Gujarat,Graphic Pad,380
2025-02-03,Purab Char,Andhra Pradesh,OMR Scanner,584
2025-04-09,Saira Kar,Bihar,Laser Printer,575
2024-12-08,Ehsaan Bail,Maharashtra,Gaming Mouse,275
2025-04-23,Armaan Raj,Bihar,OCR Scanner,112
2025-04-04,Inaaya  Kaur,Odisha,OCR Scanner,536
2024-11-16,Lakshay Madan,Tamil Nadu,OMR Scanner,512
2024-09-10,Krish Andra,Andhra Pradesh,OMR Scanner,405
2025-03-30,Emir Kara,Rajasthan,Graphic Pad,400
2025-07-27,Aniruddh Virk,Gujarat,Foldable Keyboard,321
2025-03-20,Saira Shan,Andhra Pradesh,Laser Printer,286
2025-03-24,Lakshit Walia,Rajasthan,OMR Scanner,418
2024-10-21,Raghav Desai,Odisha,Mechanical Keyboard,134
2025-06-02,Anya Saxena,Assam,Thermal Printer,340
2025-01-01,Aarav Kade,Karnataka,Graphic Pad,560
2025-05-30,Damini Goda,Odisha,OCR Scanner,490
2024-10-05,Ela Vaidya,West Bengal,Flatbed Scanner,570
2025-05-02,Shayak Chand,Bihar,WebCam,399
2025-07-21,Raghav Dar,Maharashtra,Flatbed Scanner,352
2024-11-01,Pari Chawla,Tamil Nadu,Foldable Keyboard,548
2024-10-11,Miraan Korpal,Andhra Pradesh,Thermal Printer,434
2024-11-28,Bhavin Mahajan,Uttarakhand,Gaming Mouse,171
2025-02-21,Nayantara Mand,Chhattisgarh,Mouse,536
2024-10-31,Mehul Bhavsar,West Bengal,Mechanical Keyboard,246
2024-09-13,Zain Saini,Assam,Mouse,532
2025-07-06,Priyansh Shroff,Andhra Pradesh,Flatbed Scanner,493
2025-03-22,Mishti Dube,Gujarat,Standard Keyboard,246
2025-02-09,Rhea Sagar,Chhattisgarh,Gaming Mouse,169
2024-09-04,Ayesha Krishnamurthy,Odisha,Mouse,177
2025-03-04,Arnav Raval,Rajasthan,Gaming Mouse,477
2024-12-31,Anya Sengupta,Rajasthan,Mechanical Keyboard,299
2024-09-16,Anay Kamdar,Jammu and Kashmir,Mouse,510
2024-11-27,Emir Rajan,Rajasthan,OCR Scanner,258
2024-11-06,Charvi Hegde,Telangana,Standard Keyboard,453
2025-01-12,Aaina Sethi,Madhya Pradesh,Graphic Pad,347
2024-09-22,Shanaya Tak,Himachal Pradesh,Mechanical Keyboard,592
2025-01-01,Kiaan Biswas,Punjab,Flatbed Scanner,375
2024-10-22,Kismat Tella,Uttar Pradesh,Standard Keyboard,311
2025-05-28,Onkar Balakrishnan,Rajasthan,Mouse,414
2025-06-23,Vidur Chad,Arunachal Pradesh,OMR Scanner,493
2025-05-24,Jiya Shankar,Punjab,WebCam,219
2025-02-03,Saksham Rajagopalan,Chhattisgarh,OCR Scanner,215
2024-12-03,Drishya Bansal,Himachal Pradesh,Foldable Keyboard,140
2024-09-03,Sana Raj,Himachal Pradesh,Gaming Mouse,567
2025-01-23,Sahil Handa,Maharashtra,WebCam,579
2025-02-05,Anahita Bakshi,Telangana,Graphic Pad,434
2025-05-10,Prerak Datta,Haryana,OMR Scanner,425
2025-05-02,Ryan Hayre,Haryana,Mouse,109
2025-05-13,Dhanush Jayaraman,Odisha,Mechanical Keyboard,210
2024-10-24,Heer Sinha,Punjab,Flatbed Scanner,418
2025-03-28,Reyansh Choudhury,Madhya Pradesh,Gaming Mouse,194
2025-06-13,Aradhya Dubey,Chhattisgarh,Mechanical Keyboard,139
2024-12-17,Lavanya Swamy,Maharashtra,OCR Scanner,239
2025-03-07,Onkar Majumdar,Punjab,Flatbed Scanner,267
2024-12-04,Neelofar Batra,Maharashtra,WebCam,475
2024-12-04,Kiara Mallick,Jammu and Kashmir,Gaming Mouse,125
2025-03-06,Renee Dave,Maharashtra,Gaming Mouse,477
2025-07-22,Saanvi Dyal,Uttar Pradesh,Mechanical Keyboard,341
2024-10-17,Manjari Goda,Telangana,OCR Scanner,522
2025-06-11,Bhavin Krishna,Tamil Nadu,Mouse,223
2025-03-27,Saksham Kannan,Madhya Pradesh,Thermal Printer,571
2024-11-25,Taran Master,Arunachal Pradesh,Gaming Mouse,422
2025-08-05,Saksham Shroff,Madhya Pradesh,Mechanical Keyboard,570
2025-07-12,Amani Mandal,Tamil Nadu,Foldable Keyboard,205
2024-09-07,Charvi Kuruvilla,Telangana,Graphic Pad,391
2025-03-18,Krish Dua,Andhra Pradesh,Mouse,420
2025-08-29,Oorja Kala,Himachal Pradesh,WebCam,495
2025-01-04,Inaaya  Dash,Arunachal Pradesh,Mechanical Keyboard,140
2025-01-13,Anvi Banik,Arunachal Pradesh,WebCam,300
2025-05-01,Diya Goswami,Karnataka,Flatbed Scanner,432
2025-02-09,Yuvaan Balay,Maharashtra,Gaming Mouse,316
2025-06-19,Adira Dugal,Madhya Pradesh,OMR Scanner,133
2025-02-24,Yuvraj  Gole,Uttar Pradesh,Laser Printer,147
2025-05-16,Inaaya  Zacharia,Arunachal Pradesh,Flatbed Scanner,535
2025-06-28,Taran Dhaliwal,Gujarat,Graphic Pad,245
2025-03-15,Navya Bobal,Karnataka,Laser Printer,531
2025-03-11,Bhamini Venkataraman,Telangana,Mechanical Keyboard,490
2025-03-18,Anahita Sinha,Madhya Pradesh,Flatbed Scanner,304
2025-05-24,Manikya Deo,Punjab,Graphic Pad,185
2025-06-04,Nehmat Sanghvi,Andhra Pradesh,Gaming Mouse,109
2024-12-08,Siya Sandal,Tamil Nadu,Laser Printer,386
2025-04-28,Shamik Chanda,Telangana,OMR Scanner,151
2024-09-07,Reyansh Setty,Kerala,WebCam,114
2025-04-06,Pranay Datta,Karnataka,Gaming Mouse,182
2024-12-13,Pihu Dube,Punjab,Flatbed Scanner,322
2024-10-10,Azad Devi,Kerala,Flatbed Scanner,385
2025-02-24,Indranil Halder,Arunachal Pradesh,Gaming Mouse,514
2024-11-14,Ranbir Seshadri,Gujarat,Flatbed Scanner,212
2024-09-21,Dhanush Khatri,Uttarakhand,Laser Printer,588
2024-10-24,Kimaya Chada,Tamil Nadu,Gaming Mouse,521
2024-12-02,Neelofar Bakshi,Kerala,Flatbed Scanner,298
2025-05-06,Rania Grover,Andhra Pradesh,Thermal Printer,332
2025-05-19,Khushi Venkatesh,Uttar Pradesh,Standard Keyboard,220
2024-09-22,Pranay Doshi,Karnataka,Laser Printer,357
2024-10-10,Samar Sathe,Karnataka,WebCam,193
2024-10-10,Chirag Shere,Madhya Pradesh,Mouse,433
2025-03-30,Amira Banerjee,Odisha,Foldable Keyboard,313
2024-10-23,Kartik Sastry,Uttarakhand,Mouse,138
2024-10-02,Manikya Rajagopalan,Bihar,OMR Scanner,593
2024-12-10,Neelofar Barad,Karnataka,Standard Keyboard,197
2025-05-02,Faiyaz Deshpande,Telangana,Gaming Mouse,126
2024-09-11,Umang Goda,Andhra Pradesh,Thermal Printer,576
2024-09-12,Pranay Goyal,West Bengal,Graphic Pad,487
2025-06-10,Nitya Sahni,Gujarat,Standard Keyboard,460
2024-10-30,Raghav Samra,Assam,OMR Scanner,361
2025-07-10,Khushi Dey,Kerala,Mechanical Keyboard,328
2025-06-05,Bhamini Bhasin,Uttarakhand,Standard Keyboard,149
2025-05-02,Jivin Bhardwaj,Andhra Pradesh,Mouse,229
2025-01-07,Aaryahi Babu,Maharashtra,Graphic Pad,549
2024-11-19,Arnav Bumb,Assam,Graphic Pad,571
2025-07-12,Lakshay Roy,Odisha,OMR Scanner,400
2024-09-03,Kartik Arora,Odisha,Mechanical Keyboard,556
2025-06-07,Kiara Bir,Maharashtra,Thermal Printer,420
2025-08-12,Zoya Chahal,Uttar Pradesh,Mouse,293
2025-04-02,Samar Bose,Uttar Pradesh,Thermal Printer,420
2025-03-12,Nishith Sanghvi,Telangana,Gaming Mouse,387
2024-12-01,Aayush Dalal,Punjab,Mechanical Keyboard,110
2024-11-25,Samarth Agate,Maharashtra,Flatbed Scanner,170
2024-10-30,Shamik Deol,Himachal Pradesh,Thermal Printer,592
2025-07-26,Vidur Talwar,Haryana,OCR Scanner,264
2025-06-05,Yasmin Sethi,Telangana,Flatbed Scanner,425
2025-08-27,Stuvan Verma,Arunachal Pradesh,Laser Printer,320
2025-01-21,Aaryahi Tank,Assam,Graphic Pad,216
2025-07-19,Anaya Bajwa,Maharashtra,Mouse,206
2025-01-18,Siya Rau,Tamil Nadu,Standard Keyboard,197
2025-03-18,Dharmajan Ganesh,Tamil Nadu,Thermal Printer,245
2025-05-06,Sara Kota,Punjab,WebCam,131
2024-09-15,Hridaan Soni,Punjab,Mechanical Keyboard,575
2025-06-25,Ivan Kibe,Maharashtra,WebCam,100
2025-07-06,Yuvaan Dube,Maharashtra,Gaming Mouse,457
2025-07-09,Yasmin Sule,Kerala,WebCam,385
2024-11-23,Jiya Khanna,Uttarakhand,Mouse,308
2024-11-23,Divyansh Dalal,Uttar Pradesh,Standard Keyboard,302
2025-08-10,Onkar Bassi,Arunachal Pradesh,OMR Scanner,301
2025-03-06,Heer Dugar,Jammu and Kashmir,Mouse,100
2025-06-29,Chirag Tripathi,Andhra Pradesh,Standard Keyboard,384
2025-08-21,Nitya Jaggi,Kerala,OCR Scanner,282
2025-08-18,Zeeshan Kata,Andhra Pradesh,Laser Printer,377
2024-11-01,Hiran Borra,West Bengal,WebCam,393
2024-09-17,Yashvi Manne,Tamil Nadu,Standard Keyboard,333
2025-03-12,Rasha Sridhar,Karnataka,Gaming Mouse,369
2024-11-24,Saira Kothari,Haryana,Thermal Printer,200
2025-01-24,Bhamini Kaul,Andhra Pradesh,Thermal Printer,210
2024-09-24,Badal Deshpande,Assam,Foldable Keyboard,362
2025-01-22,Vardaniya Cherian,Odisha,Foldable Keyboard,175
2024-12-17,Divij Krish,Kerala,WebCam,501
2025-07-05,Dhanush Chana,Tamil Nadu,Thermal Printer,534
2024-10-19,Lakshay Tripathi,Punjab,Flatbed Scanner,111
2025-06-16,Kanav Bir,Himachal Pradesh,Mouse,216
2024-11-09,Lavanya Samra,Haryana,Standard Keyboard,481
2025-01-08,Urvi Varughese,Kerala,Standard Keyboard,268
2024-11-30,Miraya Grewal,Punjab,OCR Scanner,127
2024-09-04,Anahi Suresh,Madhya Pradesh,Mechanical Keyboard,573
2025-03-05,Tarini Bains,Maharashtra,Foldable Keyboard,179
2025-08-05,Yuvaan Wason,Himachal Pradesh,Standard Keyboard,485
2024-12-24,Ayesha Bakshi,Maharashtra,OCR Scanner,352
